지역,분류,카테고리별 순위,상호명,적용키워드,검색량,대표이미지URL,상호명(영어),
이태원,식당/맛집,식당/맛집 9위,Tapasbar Itaewon 타파스바,이태원타파스바,810,https://lh3.googleusercontent.com/p/AF1QipOjW905mhRoIwoxESQwrVhDE6sidpkbMWp5UZ4b=s1600-w1000,Tapasbar Itaewon,"Tapasbar Itaewon 타파스바': 'Tapasbar Itaewon',"
이태원,식당/맛집,식당/맛집 10위,이태원천상 이태원본점,이태원천상,650,https://wishbeen-seoul.s3.ap-northeast-2.amazonaws.com/spot/1373723111851_%EC%8A%A4%ED%81%AC%EB%A6%B0%EC%83%B7%202013-07-13%20%EC%98%A4%ED%9B%84%2010.44.16.png,Itaewon Cheonsang,"이태원천상 이태원본점': 'Itaewon Cheonsang',"
이태원,카페/베이커리,카페/베이커리 1위,KYERI 키에리,이태원키에리,1180,https://img.siksinhot.com/place/1536730527906021.jpg,KYERI,"KYERI 키에리': 'KYERI',"
이태원,카페/베이커리,카페/베이커리 2위,알페도,이태원알페도,1030,https://ak-d.tripcdn.com/images/1mi31224x8zl7mk3pDF01_W_640_0_R5_Q80.jpg?proc=source/trip,Alpedo,"알페도': 'Alpedo',"
이태원,카페/베이커리,카페/베이커리 3위,C?t? jardin (꾸띠자르당),이태원꾸띠자르당,670,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq3G3AAbF1GdBQUGvyy6SxPw_URTYPAGbX8YjHWpf9d8Q-0bwdtZ0IGvZL6oYRHYND25uS6amwDI7efxt9Ni9XAmBwgWC3Qks6yFeVWrX96bflvgpgvBU6FX8AJpmvGkxKd0gFlDIu7udkp=w408-h306-k-no,C?t? Jardin,"C?t? jardin (꾸띠자르당)': 'C?t? Jardin',"
이태원,카페/베이커리,카페/베이커리 4위,미니마이즈,이태원미니마이즈,500,https://d12zq4w4guyljn.cloudfront.net/750_750_20250303102100790_photo_1e074266a6e2.webp,Minimize,"미니마이즈': 'Minimize',"
이태원,카페/베이커리,카페/베이커리 5위,도나르,이태원도나르,390,https://d12zq4w4guyljn.cloudfront.net/20240128062055_photo2_a216a2d86b72.webp,Donar,"도나르': 'Donar',"
이태원,카페/베이커리,카페/베이커리 6위,더미쓰리(The Mi Three),이태원더미쓰리,310,https://d12zq4w4guyljn.cloudfront.net/20241207071518_photo5_EKvyNfsTB5dN.webp,The Mi Three,"더미쓰리(The Mi Three)': 'The Mi Three',"
이태원,카페/베이커리,카페/베이커리 7위,패션5,이태원패션5,270,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqRw-wld78KEcJC0rlo42xKYOZ_5McllRWdrtZNgqX3_x0rJ5TmZ-sDjWxI0pdLJzM3CK0IPLYgayUpc8c17CFNY4etWynffWCcav2SAygv5NHQgZj5OSbYylk2MsrrzsPoAVFr=w408-h544-k-no,Passion 5,"패션5': 'Passion 5',"
이태원,카페/베이커리,카페/베이커리 8위,챔프커피 이태원,이태원챔프커피,250,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ee31f906-e9af-457f-b98c-b966dc876ac0,Champ Coffee Itaewon,"챔프커피 이태원': 'Champ Coffee Itaewon',"
이태원,카페/베이커리,카페/베이커리 9위,레인리포트 경리단,이태원레인리포트,250,https://d12zq4w4guyljn.cloudfront.net/20240522125027_photo2_ccd7e1a78225.webp,Rain Report Gyeongnidan,"레인리포트 경리단': 'Rain Report Gyeongnidan',"
이태원,카페/베이커리,카페/베이커리 10위,오월의종 한남점,이태원오월의종,240,http://imgnews.naver.net/image/469/2019/05/19/0000389660_004_20190520045530584.jpg,May's Bell Hannam,"오월의종 한남점': 'May's Bell Hannam',"
성수,쇼핑/문화,쇼핑/문화 1위,성수무신사,성수무신사,5890,http://imgnews.naver.net/image/5656/2022/04/05/0000069021_001_20220405161403106.png,Seongsu Musinsa,"성수무신사': 'Seongsu Musinsa',"
성수,쇼핑/문화,쇼핑/문화 2위,성수디올,성수디올,2780,http://imgnews.naver.net/image/144/2025/12/01/0001083474_001_20251201145312354.jpg,Seongsu Dior,"성수디올': 'Seongsu Dior',"
성수,쇼핑/문화,쇼핑/문화 3위,29CM KIDS,성수29CM,2120,https://mdpqzcwamhzxybldvctr.supabase.co/storage/v1/object/public/popup-photos/29h_s.jpg,29CM KIDS,"29CM KIDS': '29CM KIDS',"
성수,쇼핑/문화,쇼핑/문화 4위,EQL SEONGSU GROVE,성수EQL,1410,http://imgnews.naver.net/image/5197/2023/09/03/0000061398_001_20230919153201386.jpg,EQL SEONGSU GROVE,"EQL SEONGSU GROVE': 'EQL SEONGSU GROVE',"
성수,쇼핑/문화,쇼핑/문화 5위,"POINT OF VIEW, 포인트 오브 뷰",성수포인트오브뷰,900,http://imgnews.naver.net/image/5384/2022/12/28/0000086493_015_20221228120402722.jpg,Point of View,"POINT OF VIEW, 포인트 오브 뷰': 'Point of View',"
성수,쇼핑/문화,쇼핑/문화 6위,키스 서울,성수키스,890,http://imgnews.naver.net/image/5197/2024/06/12/0000065582_003_20240613221615912.jpg,Kith Seoul,"키스 서울': 'Kith Seoul',"
성수,쇼핑/문화,쇼핑/문화 7위,아더에러 성수 스페이스,성수아더에러,610,https://i.namu.wiki/i/TAnLkEHmk_wIyFxaa8j27JrZODEeqETMyAw-3c9uS3Orm3NTi_g8kcbE-21za24ZByq70FctjsPWkxteqSlbDw.webp,Ader Error Seongsu Space,"아더에러 성수 스페이스': 'Ader Error Seongsu Space',"
성수,쇼핑/문화,쇼핑/문화 8위,LCDC Seoul,성수LCDC,580,http://imgnews.naver.net/image/5548/2021/12/04/0000025232_001_20211204232003682.jpg,LCDC Seoul,"LCDC Seoul': 'LCDC Seoul',"
성수,쇼핑/문화,쇼핑/문화 9위,성수마뗑킴,성수마뗑킴,420,http://imgnews.naver.net/image/008/2024/08/14/0005076936_001_20240814102911424.jpg,Seongsu Matin Kim,"성수마뗑킴': 'Seongsu Matin Kim',"
성수,쇼핑/문화,쇼핑/문화 10위,아도르 성수,성수아도르,390,https://img.siksinhot.com/place/1723520153390477.jpg,Adoir Seongsu,"아도르 성수': 'Adoir Seongsu',"
성수,식당/맛집,식당/맛집 1위,성수족발,성수족발,11270,https://img.siksinhot.com/place/1536821125737112.jpg,Seongsu Jokbal,"성수족발': 'Seongsu Jokbal',"
성수,식당/맛집,식당/맛집 2위,성수미키스시,성수미키스시,2900,https://ldb-phinf.pstatic.net/20250516_217/1747383462143vQG3g_JPEG/4.jpg,Seongsu Miki Sushi,"성수미키스시': 'Seongsu Miki Sushi',"
성수,식당/맛집,식당/맛집 3위,마리오네,성수마리오네,2220,https://mdpqzcwamhzxybldvctr.supabase.co/storage/v1/object/public/popup-photos/marione_s.jpg,Marione,"마리오네': 'Marione',"
성수,식당/맛집,식당/맛집 4위,죠죠,성수죠죠,1890,https://img.siksinhot.com/place/1684209234640264.jpg,Jojo,"죠죠': 'Jojo',"
성수,식당/맛집,식당/맛집 5위,성수맛집 스케줄성수 | Seongsu Restaurant| | ?水餐? | 聖水レストラン,성수스케줄,1570,https://d2uja84sd90jmv.cloudfront.net/posts/Ko3_Uuipg8kdlENhSwXuqA/m.jpg,Schedule Seongsu,"성수맛집 스케줄성수 | Seongsu Restaurant| | ?水餐? | 聖水レストラン': 'Schedule Seongsu',"
성수,식당/맛집,식당/맛집 6위,성수싹쓰리곱창,성수싹쓰리곱창,1340,https://ldb-phinf.pstatic.net/20260218_162/1771417697063FDBK4_JPEG/325EC87E-94D7-4D32-85D2-749C38CBB3DE.jpeg,Seongsu Ssak-sseuri Gopchang,"성수싹쓰리곱창': 'Seongsu Ssak-sseuri Gopchang',"
성수,식당/맛집,식당/맛집 7위,탐광,성수탐광,1270,https://kin-phinf.pstatic.net/20250321_198/17425242680976ehRA_JPEG/%EB%8B%A4%EC%9A%B4%EB%A1%9C%EB%93%9C_(9).jpg?type=w750,Tamkwang,"탐광': 'Tamkwang',"
성수,식당/맛집,식당/맛집 8위,안목 성수,성수안목,1100,"https://media.triple.guide/triple-cms/c_limit,f_auto,h_1024,w_1024/4800eca1-3ffe-4bfa-9eca-712e46010a76.jpeg",Anmok Seongsu,"안목 성수': 'Anmok Seongsu',"
성수,식당/맛집,식당/맛집 9위,꿉당 성수점,성수꿉당,970,https://d2uja84sd90jmv.cloudfront.net/posts/WHAEJSXZiCifoC3i_D3tZA/m.jpg,Kkupdang Seongsu,"꿉당 성수점': 'Kkupdang Seongsu',"
성수,식당/맛집,식당/맛집 10위,문화식당 성수점,성수문화식당,830,https://image-logo.alba.kr/%2Fdata_image2%2Fcomlogo%2F202406%2F2024061917261589296_0_m.jpg,Munhwa Restaurant Seongsu,"문화식당 성수점': 'Munhwa Restaurant Seongsu',"
성수,카페/베이커리,카페/베이커리 1위,베통,성수베통,4360,https://mdpqzcwamhzxybldvctr.supabase.co/storage/v1/object/public/popup-photos/beton_s.jpg,Betton,"베통': 'Betton',"
성수,카페/베이커리,카페/베이커리 2위,한정선 성수점,성수한정선,2200,https://d2uja84sd90jmv.cloudfront.net/posts/KJzk5L-NEgygjMijmHN_fg/ms.jpg,Hanjeongseon Seongsu,"한정선 성수점': 'Hanjeongseon Seongsu',"
성수,카페/베이커리,카페/베이커리 3위,성수연방,성수연방,2140,http://imgnews.naver.net/image/028/2019/12/11/0002477957_001_20191212023708149.jpg,Seongsu Yeonbang,"성수연방': 'Seongsu Yeonbang',"
성수,카페/베이커리,카페/베이커리 4위,성수동 대림창고 갤러리,성수대림창고,1980,https://i.pinimg.com/originals/c0/fa/fe/c0fafe05d06012fc4f35856e223ca9f0.jpg,Daelim Warehouse Gallery,"성수동 대림창고 갤러리': 'Daelim Warehouse Gallery',"
성수,카페/베이커리,카페/베이커리 5위,마망젤라또 성수점,성수마망젤라또,1590,https://d2uja84sd90jmv.cloudfront.net/posts/apd-5uP3ZeZ_GtmH8sY6mA/ms.jpg,Maman Gelato Seongsu,"마망젤라또 성수점': 'Maman Gelato Seongsu',"
성수,카페/베이커리,카페/베이커리 6위,성수테니,성수테니,1490,https://mdpqzcwamhzxybldvctr.supabase.co/storage/v1/object/public/popup-photos/tenne_s.jpg,Seongsu Tenne,"성수테니': 'Seongsu Tenne',"
성수,카페/베이커리,카페/베이커리 7위,어니언 성수점,성수어니언,1460,https://i.pinimg.com/originals/9b/2a/dd/9b2addf65d4b532eb7ee46dea4715e5f.jpg,Onion Seongsu,"어니언 성수점': 'Onion Seongsu',"
성수,카페/베이커리,카페/베이커리 8위,성수본지르르,성수본지르르,1400,https://d2uja84sd90jmv.cloudfront.net/posts/cxK2KYePSgJNdOlgkt5ELQ/ms.jpg,Seongsu Bonzirirr,"성수본지르르': 'Seongsu Bonzirirr',"
성수,카페/베이커리,카페/베이커리 9위,로우키 성수,성수로우키,1140,https://d2uja84sd90jmv.cloudfront.net/posts/Eoz4Nw1F8Dwa734NqQYGNA/m.jpg,Lowkey Seongsu,"로우키 성수': 'Lowkey Seongsu',"
성수,카페/베이커리,카페/베이커리 10위,코끼리베이글 성수,성수코끼리베이글,1060,https://img1.daumcdn.net/thumb/R1280x0.fpng/?fname=http://t1.daumcdn.net/brunch/service/user/uSr/image/iXctmaIHwWBSAM8wrjFlWtx1ONo.png,Kokkiri Bagel Seongsu,"코끼리베이글 성수': 'Kokkiri Bagel Seongsu',"
홍대,쇼핑/문화,쇼핑/문화 1위,홍대무신사,홍대무신사,8970,http://imgnews.naver.net/image/5119/2021/05/27/0000793088_001_20210527085003956.png,Hongdae Musinsa,"홍대무신사': 'Hongdae Musinsa',"
홍대,쇼핑/문화,쇼핑/문화 2위,애니메이트 홍대점,홍대애니메이트,6450,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerfbhIQMyvk8365njup1pKyFiNwPyN0D-0LmptFpbi0fVXkEpmBax2eW3nTAzkBzmeYPGPFV2FLtbyl0sNuZ4TtwppmVbxGsscxQhMXkNgf8-a61qx6KMMYgmfKtoeCyAnLKfxTB4infguF=w408-h271-k-no,Animate Hongdae,"애니메이트 홍대점': 'Animate Hongdae',"
홍대,쇼핑/문화,쇼핑/문화 3위,올리브영 홍대 타운,홍대올리브영,1940,http://imgnews.naver.net/image/011/2019/10/24/0003639702_002_20191024111811622.jpg,Olive Young Hongdae Town,"올리브영 홍대 타운': 'Olive Young Hongdae Town',"
홍대,쇼핑/문화,쇼핑/문화 4위,나이키 스타일 홍대,홍대나이키,1120,http://imgnews.naver.net/image/5197/2022/07/14/0000053347_001_20220714141601477.jpg,Nike Style Hongdae,"나이키 스타일 홍대': 'Nike Style Hongdae',"
홍대,쇼핑/문화,쇼핑/문화 5위,스파오 홍대점,홍대스파오,1110,http://imgnews.naver.net/image/014/2015/10/02/201510021503138269_l_99_20151002151107.JPG,SPAO Hongdae,"스파오 홍대점': 'SPAO Hongdae',"
홍대,쇼핑/문화,쇼핑/문화 6위,MODEMAN 모드맨,홍대모드맨,700,https://pup-post-phinf.pstatic.net/MjAyNTEyMzFfMTY2/MDAxNzY3MTc3NDM3NTI3.xN7x6JvIEAbqZbndXotvoooJnSAogXeY33LCyQ27aJ8g.y5idDPyEffxEVPvvnOVxVYuy5v5GJhJi6KQtJvuGK1Mg.JPEG/4426261A-5817-4260-B5A9-A9B4EECFA43D.jpg,MODEMAN,"MODEMAN 모드맨': 'MODEMAN',"
홍대,쇼핑/문화,쇼핑/문화 7위,오브젝트 서교점,홍대오브젝트,560,https://i.pinimg.com/originals/1e/fc/4e/1efc4eb1d27aa04e7551ca55a36cce3f.jpg,Object Seogyo,"오브젝트 서교점': 'Object Seogyo',"
홍대,쇼핑/문화,쇼핑/문화 8위,언플러그드 홍대 (Unplugged Hongdae),홍대언플러그드,490,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqjyFk3Nzcc_h1rERo_26XFrWHVwP4mcD8nPmJtb4pd2WtAMwFP2T251zKANYSmpR9Kw5VNmjXO8zst9rE1Aak0RsoR4B609JmneQtcHOdyVCrOdNQQusR7EbVRlThlf7qyWp50jg=w408-h271-k-no,Unplugged Hongdae,"언플러그드 홍대 (Unplugged Hongdae)': 'Unplugged Hongdae',"
홍대,쇼핑/문화,쇼핑/문화 9위,수바코 홍대점,홍대수바코,450,https://i.pinimg.com/736x/8e/3f/df/8e3fdf4d118cdc6eef6febfce95f24c5.jpg,Subako Hongdae,"수바코 홍대점': 'Subako Hongdae',"
홍대,쇼핑/문화,쇼핑/문화 10위,착한구두 홍대 플래그쉽 스토어,홍대착한구두,400,https://ldb-phinf.pstatic.net/20200917_281/1600305451563zhWtN_JPEG/s4pI8wV7N6mBwz_sRreQP1Wj.jpg,Chakhan Gudu Hongdae Flagship Store,"착한구두 홍대 플래그쉽 스토어': 'Chakhan Gudu Hongdae Flagship Store',"
홍대,식당/맛집,식당/맛집 1위,육지 홍대,홍대육지,11690,http://imgnews.naver.net/image/5153/2024/09/06/0000297960_001_20240906144011912.jpg,Yukji Hongdae,"육지 홍대': 'Yukji Hongdae',"
홍대,식당/맛집,식당/맛집 2위,홍대하이디라오,홍대하이디라오,7780,https://d2uja84sd90jmv.cloudfront.net/posts/4iQJHKagK1RELnPMA-6Lew/ms.jpg,Haidilao Hongdae,"홍대하이디라오': 'Haidilao Hongdae',"
홍대,식당/맛집,식당/맛집 3위,홍대돈부리 본점,홍대돈부리,2680,https://ldb-phinf.pstatic.net/20220907_167/1662529810624NaHUp_JPEG/Screenshot_20220906-120406_Samsung_Internet.jpg,Hongdae Donburi Main Store,"홍대돈부리 본점': 'Hongdae Donburi Main Store',"
홍대,식당/맛집,식당/맛집 4위,도적 홍대 본점,홍대도적,940,http://1.bp.blogspot.com/-_fQ-zTNd5p8/UkEUn1qEFMI/AAAAAAAAAIs/SocryCRf63Y/s1600/%EB%8F%84%EC%A0%81.jpg,Dojeok Hongdae Main Store,"도적 홍대 본점': 'Dojeok Hongdae Main Store',"
홍대,식당/맛집,식당/맛집 5위,삿뽀로 홍대점,홍대삿뽀로,900,https://d12zq4w4guyljn.cloudfront.net/750_750_20240623024706722_photo_2ebc5203c8b2.webp,Sapporo Hongdae,"삿뽀로 홍대점': 'Sapporo Hongdae',"
홍대,식당/맛집,식당/맛집 6위,홍대카미야,홍대카미야,900,https://d12zq4w4guyljn.cloudfront.net/750_750_20260208120641011_photo_2a7574972e83.webp,Hongdae Kamiya,"홍대카미야': 'Hongdae Kamiya',"
홍대,식당/맛집,식당/맛집 7위,육몽 홍대본점,홍대육몽,680,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoc9dE-W22Jv_7bubOHhwdVpHyTy-AuPx55f3Ky4euxOqnci7sRLJ8ZgTa8k6aEtOwGOWei-56XdQTvQ7iExUX3wy6ceTAil_e_0Ou4OtghFugxeSTUTSsc9WG13ujvTfcu2mk=w408-h405-k-no,Yukmong Hongdae Main Store,"육몽 홍대본점': 'Yukmong Hongdae Main Store',"
홍대,식당/맛집,식당/맛집 8위,홍스쭈꾸미 홍대본점,홍대홍스쭈꾸미,630,http://imgnews.naver.net/image/366/2015/03/20/2015032001212_0_99_20150320104409.jpg,Hong's Jjukkumi Hongdae Main Store,"홍스쭈꾸미 홍대본점': 'Hong's Jjukkumi Hongdae Main Store',"
홍대,식당/맛집,식당/맛집 9위,홍대도마,홍대도마,620,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepZPV4mgXvwvCNsP9TwcT2VZ5ci_c7V0dkS2oVPtJL7WeA1I5QDBvY_99i9tcWzEVpsgqsSEB_LwPZ-KBGXdODuhlwDeJPFQ1Q7NsnKVc4ut4T5otl4sXfw-wVed5D0k7aQJFe83KN0TPEy=w426-h240-k-no,Hongdae Doma,"홍대도마': 'Hongdae Doma',"
홍대,식당/맛집,식당/맛집 10위,연하동,홍대연하동,580,https://pup-post-phinf.pstatic.net/MjAyNTExMjlfMTQ3/MDAxNzY0Mzc5MDkzNzcx.mIIzJWsEaK0Q9JlC8np7tc24zB9dApxtAFFjcENUeo0g.bGzoTCagakU0EO5hDc-oioJ7KOG0slqq1HhsdMr7ldEg.JPEG/POST_IMAGE_ENCODING_20251129_101812_979.jpg,Yeonhadong,"연하동': 'Yeonhadong',"
홍대,카페/베이커리,카페/베이커리 1위,아오이토리,홍대아오이토리,1420,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqOOkJzk_0aRYcx4k5pMqrl4QE9h8ewJKA4PpcOJdk2PWFFapSepTfEr2hHm2AkPkM3NqEKEQua_hl7R5hbdpeecL8bygnZ5UTWJJMtAt6mp0B0DEL9rlDyh1S1IMnp_xo_S68=w408-h544-k-no,Aoi Tori,"아오이토리': 'Aoi Tori',"
홍대,카페/베이커리,카페/베이커리 2위,피오니,홍대피오니,1110,https://d12zq4w4guyljn.cloudfront.net/20251209024249_photo1_47aa0aaa0a9b.webp,Peony,"피오니': 'Peony',"
홍대,카페/베이커리,카페/베이커리 3위,홍대신이도가,홍대신이도가,860,https://pup-post-phinf.pstatic.net/MjAyNTEyMTlfMTM1/MDAxNzY2MTI2NDY0NDUy.jEbBseD-tzVCsyV0G-xObswVTKs6fueafGs37jk46qMg.rBjy7UUEINKjrHtFGDCK4xFVMdze0iatVdXyjNssDgog.JPEG/BCD9973D-5491-492F-9B3D-4CB24B03A1F4.jpg,Hongdae Shinidoga,"홍대신이도가': 'Hongdae Shinidoga',"
홍대,카페/베이커리,카페/베이커리 4위,이미커피,홍대이미커피,720,https://img1.daumcdn.net/thumb/R1280x0.fwebp/?fname=http://t1.daumcdn.net/brunch/service/user/gXJh/image/CtqAMsMaYCDtShE-MBmxJVnnOpo,Imi Coffee,"이미커피': 'Imi Coffee',"
홍대,카페/베이커리,카페/베이커리 5위,콜린 서교동점,홍대콜린,680,https://d12zq4w4guyljn.cloudfront.net/20251129100500_photo2_df28b8181488.webp,Colline Seogyo,"콜린 서교동점': 'Colline Seogyo',"
홍대,카페/베이커리,카페/베이커리 6위,코코로카라 kokorokara,홍대코코로카라,640,https://pup-post-phinf.pstatic.net/MjAyNjAzMTBfMjIg/MDAxNzczMTUxMDgyODI2.zBywo27n3NQILzu_jRIK9QswYeTWRP0o4d7DTZ7i-gkg.nzT9kQzvtVDcZqofFPvdyaodXEowcybzqq6WItaajLIg.JPEG/POST_IMAGE_ENCODING_20260310_225802_260.jpg,Kokorokara,"코코로카라 kokorokara': 'Kokorokara',"
홍대,카페/베이커리,카페/베이커리 7위,베니케이크,홍대베니케이크,640,https://i.pinimg.com/736x/00/94/bc/0094bc82b859610e0831393f1e09cb81.jpg,Benny Cake,"베니케이크': 'Benny Cake',"
홍대,카페/베이커리,카페/베이커리 8위,홍대공명,홍대공명,480,https://ldb-phinf.pstatic.net/20230403_229/1680493781705izczQ_PNG/%C0%CF%B0%FD%C6%ED%C1%FD_230331_GM0307.png,Hongdae Gongmyeong,"홍대공명': 'Hongdae Gongmyeong',"
홍대,카페/베이커리,카페/베이커리 9위,베이글랜드 홍대점,홍대베이글랜드,450,https://d2uja84sd90jmv.cloudfront.net/posts/TKlUULq0aBsI0auR8cEK5w/ms.jpg,Bagel Land Hongdae,"베이글랜드 홍대점': 'Bagel Land Hongdae',"
홍대,카페/베이커리,카페/베이커리 10위,허밍벨라,홍대허밍벨라,360,https://img.siksinhot.com/place/1458700528330033.jpg,Humming Bella,"허밍벨라': 'Humming Bella',"
노원,쇼핑/문화,쇼핑/문화 1위,유니클로 롯데백화점노원점,노원유니클로,1000,https://pup-post-phinf.pstatic.net/MjAyNTExMDFfMjcg/MDAxNzYyMDA3MjQ0NjUy.pTZsvAmilyycsZNCPzITsze2JUCd5Z1iV53CbFD4Kjog.kVDl-jrCH8dw8VjKwwK3sktKwie_ym0_7__gkgt6e8wg.JPEG/70066892-117F-4785-A401-BC3A7CCF25D5.jpg,Uniqlo Lotte Department Store Nowon,"유니클로 롯데백화점노원점': 'Uniqlo Lotte Department Store Nowon',"
노원,쇼핑/문화,쇼핑/문화 2위,나이키 롯데노원점,노원나이키,120,http://imgnews.naver.net/image/5665/2019/03/29/0000003694_001_20190329112013861.jpg,Nike Lotte Nowon,"나이키 롯데노원점': 'Nike Lotte Nowon',"
노원,쇼핑/문화,쇼핑/문화 3위,샤넬 롯데백화점 노원점,노원샤넬,30,http://shop1.phinf.naver.net/20260127_141/17694934515178J766_JPEG/103626257232574497_1278167265.jpg,Chanel Lotte Department Store Nowon,"샤넬 롯데백화점 노원점': 'Chanel Lotte Department Store Nowon',"
노원,식당/맛집,식당/맛집 1위,노원쭈꾸미달인,노원쭈꾸미달인,9510,https://img.siksinhot.com/place/1525404334523139.jpg,Nowon Jjukkumi Dalin,"노원쭈꾸미달인': 'Nowon Jjukkumi Dalin',"
노원,식당/맛집,식당/맛집 2위,노원목고기집,노원목고기집,3160,https://d2uja84sd90jmv.cloudfront.net/posts/tqDW8o6OjvfJlwswnGKk2A/m.jpg,Nowon Mokgogijip,"노원목고기집': 'Nowon Mokgogijip',"
노원,식당/맛집,식당/맛집 3위,노원위안바오,노원위안바오,2640,https://img.siksinhot.com/place/1612407739033072.jpg,Nowon Yuanbao,"노원위안바오': 'Nowon Yuanbao',"
노원,식당/맛집,식당/맛집 4위,털보고된이 노원본점,노원털보고된이,2220,https://d12zq4w4guyljn.cloudfront.net/750_750_20240423095846_photo1_7202a8128ea3.webp,Teolbo Godeny Nowon Main Store,"털보고된이 노원본점': 'Teolbo Godeny Nowon Main Store',"
노원,식당/맛집,식당/맛집 5위,또와순두부,노원또와순두부,980,https://pup-post-phinf.pstatic.net/MjAyNTEwMTFfNjYg/MDAxNzYwMTQ5NTQxMjg2.GSpHBQJE6ENCDPjoYM6utken4Uvq_3qoBWxTB3_0FVcg.CaLcu316828LJtqRMrJIsQ7f4QIj2x9tE1EOVc9WdBYg.JPEG/POST_IMAGE_ENCODING_20251011_112540_146.jpg,Ttowa Sundubu,"또와순두부': 'Ttowa Sundubu',"
노원,식당/맛집,식당/맛집 6위,노원돈부리,노원돈부리,900,https://d2uja84sd90jmv.cloudfront.net/posts/eYYYnOgYZXGb8nXNe_5hmw/ms.jpg,Nowon Donburi,"노원돈부리': 'Nowon Donburi',"
노원,식당/맛집,식당/맛집 7위,노원동선식당,노원동선식당,850,https://ldb-phinf.pstatic.net/20240103_81/1704284087183IRR69_JPEG/IMG_7554.jpeg,Nowon Dongseon Restaurant,"노원동선식당': 'Nowon Dongseon Restaurant',"
노원,식당/맛집,식당/맛집 8위,감동식당,노원감동식당,840,https://ldb-phinf.pstatic.net/20240517_243/1715947449952lh7Un_JPEG/1000020098.jpg,Gamdong Restaurant,"감동식당': 'Gamdong Restaurant',"
노원,식당/맛집,식당/맛집 9위,로니로티 노원점,노원로니로티,710,https://ldb-phinf.pstatic.net/20200115_288/1579076888983HJJl8_JPEG/e-R84_pwkXsuASkWAm-qBwmA.jpg,Loni Lottie Nowon,"로니로티 노원점': 'Loni Lottie Nowon',"
노원,식당/맛집,식당/맛집 10위,제임스키친,노원제임스키친,680,https://img.siksinhot.com/place/1525527434643392.jpg,James Kitchen,"제임스키친': 'James Kitchen',"
노원,카페/베이커리,카페/베이커리 1위,빈스링,노원빈스링,4570,https://pup-post-phinf.pstatic.net/MjAyNjAzMTRfMTU3/MDAxNzczNDk4NDU1ODEw.TwWEuAS9DLZC-9en9LqJqDE3y-JJBlyIifBT5Bsq41Ig.UsdrnsbFMq27TWI8m7DLAqsT9rspdTl7BEuHxJESOR8g.JPEG/POST_IMAGE_ENCODING_20260314_232733_645.jpg,Beans Ring,"빈스링': 'Beans Ring',"
노원,카페/베이커리,카페/베이커리 2위,샛별제과,노원샛별제과,1080,https://i.pinimg.com/736x/7b/78/40/7b78403fa5a9a06fdc68de75d9b0b504.jpg,Saetbyeol Bakery,"샛별제과': 'Saetbyeol Bakery',"
노원,카페/베이커리,카페/베이커리 3위,스윗레시피,노원스윗레시피,530,https://img.siksinhot.com/place/1580457261322090.jpg,Sweet Recipe,"스윗레시피': 'Sweet Recipe',"
노원,카페/베이커리,카페/베이커리 4위,감각 커피전문점,노원감각,370,https://mdpqzcwamhzxybldvctr.supabase.co/storage/v1/object/public/popup-photos/gamgak_n.jpg,Gamgak Coffee,"감각 커피전문점': 'Gamgak Coffee',"
노원,카페/베이커리,카페/베이커리 5위,물레,노원물레,340,https://d12zq4w4guyljn.cloudfront.net/20250124095701_photo2_ff1b83daaa8b.webp,Mulle,"물레': 'Mulle',"
노원,카페/베이커리,카페/베이커리 6위,오피커피,노원오피커피,300,https://d2uja84sd90jmv.cloudfront.net/posts/j5SRZZy7z6TUuR_ztv9nVQ/ms.jpg,Offy Coffee,"오피커피': 'Offy Coffee',"
노원,카페/베이커리,카페/베이커리 7위,베스코,노원베스코,280,https://ldb-phinf.pstatic.net/20200914_216/16000605937670g7lA_JPEG/w18Qu0ctwWsvSaj3PRgunPGf.jpg,Besco,"베스코': 'Besco',"
노원,카페/베이커리,카페/베이커리 8위,시드누아노원본점,노원시드누아,210,https://d12zq4w4guyljn.cloudfront.net/750_750_20230417014806_photo1_73c904dea5b7.jpg,Seednoir Nowon Main Store,"시드누아노원본점': 'Seednoir Nowon Main Store',"
노원,카페/베이커리,카페/베이커리 9위,시즌,노원시즌,210,https://www.diningcode.com/_next/image?url=https%3A%2F%2Fd12zq4w4guyljn.cloudfront.net%2F750_750_20240606112025_photo2_46eadfc7e895.jpg&w=1080&q=75,Season,"시즌': 'Season',"
노원,카페/베이커리,카페/베이커리 10위,커피나무,노원커피나무,180,https://ldb-phinf.pstatic.net/20190131_266/1548923533882ob4SB_JPEG/gGHg74xtZLBV1mIQDREyyQYH.JPG.jpg,Coffee Tree,"커피나무': 'Coffee Tree',"
